,ORA_ACTU,GLE_ACTU,ALO_ACTU,KER_ACTU,CAP_ACTU,AIR_ACTU,CS_ACTU,BNP_ACTU,ORA_RDMT_5,GLE_RDMT_5,ALO_RDMT_5,KER_RDMT_5,CAP_RDMT_5,AIR_RDMT_5,CS_RDMT_5,BNP_RDMT_5
2021-11-09,NR,NR,NR,"Renoue avec les 700E, reste 710E à déborder (CF)",Contrat de 10 ans avec Nortura (CF),Vers des vols long-courrier en formation ? (CF) | Premier vol d'hélicoptère avec du SAF (CF),NR,NR,0.01626443009141365,0.008131450993772882,0.06457678653844745,0.04296815771218876,0.012252620833683503,-0.011348002908247556,0.00788802076711903,0.02310176040473766
2021-11-10,Inauguration d'un Open RAN Integration Center (CF),NR,BlackRock détient moins de 5% du capital (CF) | Résultat net en légère hausse au 1er semestre (CF),NR,NR,NR,NR,NR,-0.0044769710651837435,0.010374160174599023,-0.05055689025776833,0.08468710714011274,0.034052787067221146,-0.015146252608077782,-0.004090360028214168,0.016554046108219422
2021-11-11,NR,NR,NR,Départ du chef de la création de Bottega Veneta (CF),NR,NR,NR,Amende de 3ME pour la filiale réunionnaise (CF),-0.006804142202552765,0.004071966136049987,0.00030429378020957465,0.0912542345110543,0.011753643798163127,-0.01255444507693848,-0.012618864926460582,0.0006725103536515675
2021-11-12,NR,NR,Les prévisions d'un bureau d'analyses (CF) | Invest Securities relève son opinion (CF),NR,Partenariat avec Nobel Prize Outreach (CF),L'Espagne commande de trois appareils A330 MRTT (CF),NR,NR,-0.020482722414159382,-0.014690819899243479,0.023442386772201118,0.0576866882934155,0.010299610886602695,-0.02443372461817994,-0.023855692580983745,-0.026151496964557763
2021-11-15,NR,NR,NR,Un Directeur de la Création pour Bottega Veneta (CF),Reconnu 'leader' pour son offre ADMnext (CF),Le loueur américain Air Lease va acheter 111 avions de tous types à Airbus (AFP) | Commande d'ALC pour 111 appareils (CF) | Une demande de 39.000 appareils à horizon 2040 (CF) | Commande de deux avions A330 MRTT par les Emirats (CF) | Commande pour 255 appareils par Indigo Partners (CF),NR,Déborde le palier des 62E (CF),0.0009139661229162765,-0.01829166218823297,0.008777267175893222,0.03844462539549709,-0.01445224290683278,-0.046124185320962074,-0.017981443991217594,-0.04214311956240524
2021-11-16,NR,Nouvelle offre de gestion pour les entreprises (CF),Maintenu dans les indices DJSI (CF),"Refranchit les 700E, vise le 'gap' des 716,5E (CF)",Acquisition d'Empired Limited finalisée (CF),Lancement avec succès des satellites CERES (CF) | Lancement de l'assistant de vol Mission+ (CF) | Commande de 10 avions A220 par Ibom Air (CF) | Protocole pour 28 avions avec Jazeera Airways (CF),NR,NR,0.01314981697911577,-0.017476006220181084,0.00588930413225186,-0.00970194642242761,-0.04376168073428022,-0.041217372728430735,-0.002347856201364684,-0.022248051847455375
2021-11-17,NR,Nomination d'Aurore Gaspar Colson (CF) | Nouvelle DGA pour Boursorama (CF),NR,NR,Nouveau contrat avec l'aéroport d'Heathrow (CF),Vers un 1er vol du taxi électrique à horizon 2023 (CF) | Middle East Airlines se dote de SHM (CF) | Signe un contrat avec deux compagnies en Afrique (CF),NR,NR,0.014615662637919247,-0.014812339174809286,0.015042117170646963,-0.014838374059270576,-0.05658632588894119,-0.02603987498566651,-0.000977884529944295,-0.027251568317246955
2021-11-18,NR,NR,"Signe un partenariat avec Hynamics, filiale d'EDF (CF) | BlackRock dépasse les 5% du capital (CF)",NR,NR,408 commandes engrangées au salon de Dubaï (CF) | L'Indonésie commande deux avions A400M (CF),NR,NR,0.012678993118820259,-0.00861781232849812,0.027372192273265927,-0.00013919106636239853,-0.044144982038660796,-0.008829242284466798,0.0015729063192566617,-0.013272864742128854
2021-11-19,Toujours leader sur le réseau mobile selon l'ARCEP (CF),Jefferies relève son objectif de cours (CF),Le titre progresse après deux analyses positives (CF) | BlackRock passe en dessous des 5% du capital (CF) | Oddo abaisse son objectif de cours (CF),NR,NR,Vente de quatre A350F à CMA CGM (CF) | L'Europe à la rescousse des salariés licenciés (CF),NR,NR,0.0006211717281170426,-0.05461167665070643,-0.02622058239550573,-0.07169761844557454,-0.07228918388742611,-0.09177331604654826,-0.03735348698030905,-0.04209979649661166
2021-11-22,NR,NR,BlackRock dépasse les 5% du capital (CF),NR,NR,Accord avec l'indien BEL sur le programme C295 (CF) | Expédition d'un satellite Inmarsat-6 au Japon (CF),Deutsche Bank relève son objectif de cours (CF),NR,-0.02556816724908595,-0.06034185947516024,-0.028802965689472493,-0.033771405965541734,-0.04493850650086506,-0.08356312226416984,-0.045678276294634945,-0.055593423524296304
2021-11-23,Négociations pour une acquisition en Belgique (CF),NR,NR,NR,"Le titre chute, un analyste n'est plus à l'achat (CF) | Invest Securities n'est plus à achat (CF)",Nouveau rebond sur le support des 108E (CF),NR,NR,-0.043163285563900367,-0.05780743967076296,-0.07845434183685496,-0.032514502024438174,-0.0063290546815882864,-0.10466171496413745,-0.04491078329370635,-0.06469685172493755
2021-11-24,Orange: le PDG Stéphane Richard quittera son poste au plus tard fin janvier (AFP) | Arbitrage Tapie/Crédit Lyonnais: quatre hommes condamnés dont le patron d'Or... (AFP) | Orange: conseil d'administration en fin de journée pour trancher sur l'aveni... (AFP) | Arbitrage Tapie/Crédit Lyonnais: le patron d'Orange condamné en appel à 1 an... (AFP),NR,Ferroviaire: Alstom va vendre à l'espagnol CAF son site de Reichshoffen (AFP) | Cession de plusieurs activités à CAF (CF),NR,Succès du nouveau plan d'actionnariat salarié (CF) | Un repli s'amorce sous 219E (CF) | Une plateforme d'IA pour trois hôpitaux espagnols (CF),Livre un hélicoptère H225M à la marine brésilienne (CF),NR,NR,-0.031530142429582075,-0.02784891999680905,-0.05068176686728687,-0.007460654062471983,0.022123894469191496,-0.08559125241242127,-0.011942063204482989,-0.033310569396014955
2021-11-25,"Stéphane Richard ""accepte parfaitement"" de devoir quitter la tête d'Orange a... (AFP) | Départ du PDG d'ici fin janvier (CF)",NR,NR,NR,NR,NR,NR,NR,-0.060783543957268815,-0.02795294768760548,-0.07904080122648505,-0.03492899587906506,-0.006319898254956824,-0.09941210983201676,-0.014330576401970552,-0.03882170606279656
2021-11-26,NR,NR,NR,NR,NR,"Plonge de -16%, vers 95,7E (CF)",Résultats de son offre d'actionnariat salarié (CF) | Retour sur le support oblique des 24E (CF) | BlackRock repasse au-dessus des 5% du capital (CF) | BlackRock passe sous les 5% du capital (CF),NR,-0.04624461893283194,0.04034477924424085,-0.03497372392714748,0.027798647633358486,0.005993990841830055,-0.008152149291647315,0.03219809151761721,0.01591602891746091
2021-11-29,NR,NR,Signe un accord de collaboration avec Liebherr (CF),"Teste 685E, pourrait refermer le 'gap' des 708,2E (CF)",NR,Des résultats prometteurs pour du carburant 100% SAF (CF),Convention avec un PSI pour des rachats d'actions (CF),NR,-0.03488130309803139,0.0425686756526138,-0.008341070950661056,0.016817783277705667,-0.008419995045239048,0.031597891657549226,0.050753022952718885,0.03539182099440441
2021-11-30,NR,Lance avec succès une obligation sociale (CF) | Nomination de Bruno Laurier (CF),Contrat de révision des trains au Canada de 118 ME (CF),NR,NR,NR,NR,Remboursement d'obligations perpétuelles (CF),-0.024500504314197924,0.05191505903848159,0.03017791539878667,0.07895507171317107,0.014698676679502087,0.07252832196291825,0.05215607547711332,0.05773413915693815
2021-12-01,NR,"Peut s'en aller refermer le 'gap' des 29,15E (CF)",NR,NR,A finalisé l'acquisition de VariQ (CF),ITA Airways commande 28 appareils (CF) | Extension du contrat avec la NASA (CF),NR,NR,-0.04087794774531517,0.026186253494068223,-0.004370883390071412,0.01758619322566002,-0.011062952671917481,0.05239407440366528,0.012284504000178886,0.02721330467176042
2021-12-02,"Revient à 1% de son support des 9,21E (CF)",NR,Transfert prochains des activités V300 ZEFIRO (CF),NR,A ouvert un nouveau Cyber Defense Center (CF),NR,NR,NR,-0.01419049331679556,0.02507452806916244,0.009964624232094543,0.0219178258212418,0.018101821514266092,0.04352128182282011,0.01692894451936411,0.017183301911355864
2021-12-03,NR,L'administration US abandonne ses charges (CF),NR,NR,Va tenter de défendre les 200E (CF) | Deutsche Bank voit une idée d'investissement (CF) | Nouvel accord sur le télétravail en France (CF),Le satellite Sentinel-6B entre en phase de tests (CF),NR,NR,0.000650886092657954,0.025383371026415746,-0.00801796015244105,0.02412280701754388,0.022840150163460082,0.07133433345105811,0.01459714819904856,0.009613689391677616
2021-12-06,Credit Suisse dégrade sa recommandation (CF),NR,NR,NR,Nouveaux objectifs et priorités ESG (CF),Commande de 26 hélicoptères par THC (CF),NR,NR,-0.029452989741699187,-0.0003489872148736417,-0.05295946842369337,-0.001725891310368599,0.021978068043682297,0.0023337757848171936,-0.005694107869421594,-0.02336937825291252
2021-12-07,Emprunte sur le marché obligataire 1 milliard d'euros (CF),L'UE valide un projet avec Hyundai (CF),NR,NR,NR,Les commandes sont de 318 avions en Novembre (CF) | Airbus va fabriquer une sonde pour analyser des exoplanètes (AFP) | Contrat spatial remporté auprès de l'ESA (CF),BlackRock détient moins de 5% du capital (CF),Programme de rachat d'actions achevé (CF),-0.0093781225456534,-0.0015530655979809627,-0.06968856637726095,-0.06147988500618118,-0.028488696192140228,-0.03192290650828156,-0.007220974521113699,-0.03724679422352939
2021-12-08,Création du fonds carbone Orange Nature (CF),"Barclays passe à 'surpondérer' (CF) | Barclays surpondère, le titre avance (CF)",NR,NR,NR,NR,NR,NR,-0.005097053765782955,-0.015071092264324348,-0.07619944658777777,-0.03219508792465153,-0.006322971853917614,-0.06777926652683952,-0.004306150323861058,-0.038534347794730306
2021-12-09,NR,Nomination de Lénaïg Trénaux (CF),"Contrat de 1,97 Mds£ avec High Speed Two (CF)",NR,Contrat avec SAP et Carrefour France (CF),Évaluation juridique après un conflit avec un client (CF),NR,NR,0.005561574808521597,0.0034211557658503366,-0.057288326947479096,-0.018061221352469126,-0.001922196749357452,-0.029383871792617033,0.00881310098196697,-0.008011130253247511
2021-12-10,Inauguration d'un 5G Lab à Marseille (CF),Nomme une directrice générale adjointe (CF),Inaugure une plateforme de piles à hydrogène (CF),Première tranche de rachats d'actions finalisée (CF) | Versement d'un acompte sur dividende en janvier (CF),Retenu avec Google par un électricien malais (CF),Livraison du premier hélicoptère H160 (CF),NR,NR,0.008672078091915392,-0.014268489642148996,-0.059489173437867304,-0.015274821137803318,-0.005825227904088237,-0.01363896965744038,0.00039410016564689343,-0.00952214643352367
2021-12-13,NR,NR,Un contrat pour les trains de banlieue en Irlande (CF),NR,NR,"Rechute vers 102E, 98,7E en vue ? (CF)","Morgan Stanley relève son objectif de cours (CF) | Le titre surperforme, Morgan Stanley relève sa cible (CF)",NR,0.029346368436730996,-0.009774853627890878,-0.05460525882376188,-0.017576648322997213,-0.0024437926934715026,-0.009895268280385672,-0.01737758844237114,0.007499967302594834
2021-12-14,Bien orienté avec des propos d'analyste (CF) | Reprise de suivi à surperformance chez Oddo (CF),NR,NR,NR,Collaboration avec Airtel en Inde pour la 5G (CF) | Plan de recrutement en cybersécurité en France (CF),Signe un partenariat avec OneWeb (CF),NR,NR,0.01675737642211894,0.0065675953008415,-0.011600940688917594,-0.009565182008605122,0.014910537005483837,0.04195124928544214,-0.0009828826048826622,0.04938492512440962
2021-12-15,NR,NR,"Rebascule sous les 30E, attention danger (CF)",NR,NR,Signe un accord avec Singapore Airlines pour l'A350F (CF) | Premier vol pour l'ACJ TwoTwenty (CF),NR,NR,0.02169177711090109,0.02382199246333605,0.026476602541940286,-0.009360598749236448,0.035731781413181896,0.11091113315548462,0.003931605408666439,0.06190730224115004
2021-12-16,Remporte des fréquences à La Réunion (CF),NR,Lance la fourniture de 16 trains pour Transdev (CF),NR,NR,Nouveau contrat avec le ministère des Armées (CF) | Deux nouveaux 'Dragon' pour la Sécurité Civile (CF) | Airbus conquiert Qantas et frappe un grand coup contre Boeing (AFP) | Pasco va diffuser l'imagerie satellite Pléiades Neo (CF),NR,NR,0.013881386326641154,0.01704739179340642,0.03038486134470908,-0.010346331303973666,0.028406399816865102,0.0921874479623519,0.005047605216515372,0.053370803447854165
2021-12-17,NR,NR,"La glissade s'accélère vers 28,7E (CF)",NR,NR,Un premier A350-1000 livré à French bee (CF) | Commande massive d'avions par Air France-KLM (CF),NR,Réorganise des activités avec Stellantis (CF),0.008490007174336345,0.04394838596194073,0.0505328052816707,-0.00405912995436164,0.03759764078859029,0.07240254426462789,0.020291619938001437,0.06373512458175523
2021-12-20,Départ du DG d'Orange Business Services (CF),NR,Nouvelle commande de la SNCB en Belgique (CF),NR,NR,CMA CGM commande quatre A350 version cargo (CF),BlackRock passe sous les 5% du capital (CF),"Cavalier seul à la hausse, franchit 57E (CF) | BNP Paribas cède sa filiale américaine pour 16,3 milliards de dollars (AFP) | BNP Paribas cède sa filiale américaine Bank of the West pour 16,3 milliards ... (AFP) | Accord pour la vente de Bank of the West (CF)",0.012094979368296954,0.05728891285430615,0.08246349541084874,0.02507695406028332,0.05389514782484128,0.10072505413685717,0.04983929743945348,0.07018793030286896
2021-12-21,NR,NR,NR,NR,NR,Action en justice de Qatar Airways (CF),NR,Le titre s'envole après la cession US (CF) | Jefferies salue la vente de Bank of the West (CF) | Oddo rehausse son objectif de cours (CF),0.008133584625430679,0.03519916170982018,0.04661299141091857,0.025168203917788734,0.05974533364628054,0.061984971236183295,0.03541911152832755,0.0332993385006517
2021-12-22,NR,NR,NR,NR,"Vers un re-test des 216,5E du 22/11 ? (CF)","Airbus: contrat de 10 milliards d'euros pour des hélicoptères des forces arm... (AFP) | L'armée française commande 169 hélicoptères Guépard (CF) | 169 hélicoptères Guépard commandés pour l'armée (CF) | Refranchit les 108E, vise les 'gap' des 110,7E (CF)",NR,S&P salue la cession aux Etats-Unis (CF),0.005761218391415079,0.028362740126539387,0.015542305453434047,0.022677678488564057,0.015595404998969498,0.00936262962174883,0.028196566189815808,0.022914922414775996
2021-12-23,NR,NR,NR,NR,NR,Commande de 36 hélicoptères H135 pour l'Espagne (CF),NR,NR,0.008236139105268103,0.013744547383866434,0.021297497011174782,0.027733374832866753,0.009831417531462217,0.007510765332532143,0.015452950163931778,0.011166636149088527
2021-12-27,Accord pour l'acquisition de VOO en Belgique (CF),NR,NR,NR,NR,NR,NR,NR,0.005548447206106699,0.01550517359575676,0.019607801061886088,0.012875536480686733,-0.007438428908019823,0.03382591397215595,0.014548206300048383,0.0135806505518139
2021-12-30,NR,NR,NR,NR,NR,Le loueur ACG commande 60 appareils (CF),NR,NR,0.0006365923007742857,0.08630948157267193,0.04363165542746539,0.014552116375539548,-0.057487223328333115,0.052893140471520717,0.03918587379207894,0.05801886234871678
2022-01-03,NR,Finalisation de la cession de Lyxor (CF),Contrat de maintenance pour le métro de Bucarest (CF),NR,NR,La filiale d'aérostructures officiellement lancée (CF),Dans le vert après la cession d'AXA Banque Belgique (CF) | Cession des activités bancaires belges finalisée (CF),NR,0.02175296353490963,0.08405842956347165,0.042559912064731975,-0.01963280284472102,-0.08922718057029422,0.015326319860955007,0.0341509693073776,0.04575162095024243
2022-01-04,Investit dans le fonds 'Move Capital I' (CF),"Déjà un record à 31,75E (CF)",NR,NR,Record des 19/11 et 28/12 retracé (CF),NR,NR,NR,0.021074796005139618,0.03617862557858231,0.07104684900424219,-0.0127866743669649,-0.07596685189609775,-0.0038694405711674484,0.03110535747796872,0.017549416764451653
2022-01-05,NR,NR,NR,NR,NR,Premier ACJ TwoTwenty livré à Comlux (CF),NR,NR,0.031534427693976186,0.0392247872759206,0.032987109376592993,-0.03469224167186902,-0.04374413351253437,-0.014285724243395692,0.0321626936699293,0.031580608592676196
2022-01-06,Le FCPE Orange Actions dépasse les 10% des votes (CF),Vers une acquisition de LeasePlan par ALD (CF),NR,NR,"Ouvre un 'gap' sous 211,9E (CF) | Oddo remonte son objectif de cours (CF)",NR,"A placé une émission d'obligations de 1,25 MdE (CF)",Amundi dépasse les 5% du capital (CF),0.047709902631593026,0.04246576933215507,0.06117435453865738,-0.04484048498344717,-0.007870172550407117,-0.011294642150913026,0.03294891455001481,0.043153085180124506
2022-01-07,NR,NR,Nouvelle commande avec DB Regio en Allemagne (CF),NR,NR,NR,NR,NR,0.05705802444274677,0.03117469348276214,0.039100999866462205,-0.0723446092108122,-0.006996547289204957,-0.0030586288843309495,0.02985080533927098,0.02790702405826062
2022-01-10,NR,NR,NR,NR,NR,Atteint son objectif de livraison en 2021 (CF) | Acquisition de 10 hélicoptères H160 par la DGA (CF),NR,NR,0.03240214809971298,0.04058761706377734,0.0269125914079682,-0.01844112987061175,0.05116995168115457,-0.009837144256506059,0.041415807350624334,0.03203129768371582
2022-01-11,NR,NR,Va fournir 200 trains à Norske Tog en Norvège (CF),"Teste 694E, repasse la barre des 700E (CF)","Teste 194,5E, renoue avec les 200E (CF) | Le titre grimpe, Jefferies initie à l'achat (CF)",Contrat pour électrifier le module lunaire Gateway (CF) | Oddo confirme son conseil sur le titre (CF) | Contrat avec Azorra pour 22 appareils A220 (CF),NR,NR,0.029411848650993777,0.03763599948522356,-0.016436788327182983,-0.05997462525418784,0.003487777572924955,-0.021449087610216133,0.027114422220622325,0.02563706510614172
2022-01-12,Orange: la course à la succession de Stéphane Richard s'accélère (AFP) | Lancement d''Éternelle Notre-Dame' (CF),Fitch salue l'opération ALD/Leaseplan (CF) | Développe son offre contre le cyber-risque (CF),Nouvelle installation automatisée à Tarbes (CF),NR,"Lance son Quantum Lab, accord avec IBM (CF)",Contrat-cadre renouvelé avec Safran et Sonovision (CF),NR,Série de nominations en Europe (CF) | Acquisition d'un Retail Park dans les Yvelines (CF),0.02113257334844265,0.004773977333310864,-0.00827908875882477,-0.047965304102917994,0.01032951703494045,-0.029996608943710035,0.0030443798080368456,0.0010714785376133573
2022-01-13,Les prévisions d'un analyste pour l'exercice 2022 (CF) | Les prévisions d'Oddo pour l'exercice 2022 (CF),Un nouveau Directeur Général pour SGF (CF),NR,Pullback de -4% vers 680E (CF),Nommé 'leader' par Everest PEAK Matrix (CF),NR,BlackRock franchit les 5% de capital de la société (CF),Acquisition d'une plateforme logistique à Paris (CF),0.003440639226220954,-0.015038674425798648,-0.03910782940081736,-0.0058317536924088476,0.026276664015606466,-0.013469750979951178,-0.013645232209808178,-0.042562701808369297
2022-01-14,NR,NR,NR,NR,NR,Fournit des plateformes satellitaires à Loft OrbitaL (CF),NR,NR,-0.007023145858396362,-0.03724263190149868,-0.06666666666666665,0.004958659343303973,0.02264720719231894,-0.033577594468864325,-0.0273948922162649,-0.05822027522435369
2022-01-17,NR,NR,NR,Rebond en direction des 694 E (CF),NR,Services de connectivité pour l'ISS (CF) | Développer la connectivité sans fil depuis l'espace (CF),NR,NR,0.0045267152563139845,-0.09430941098208667,-0.0933450604948548,-0.04755608976871406,-0.06702542738421202,-0.08067836267550765,-0.06219346422351402,-0.09008333539325053
2022-01-18,Amundi AM sous les 10% des votes (CF),NR,NR,NR,La moyenne mobile supporte la dynamique haussière (TTV),Un centre de gestion des avions en Chine (CF),NR,NR,0.01654134892661685,-0.06656954979238383,-0.07072512833764688,-0.034296875835554075,-0.06256202197902105,-0.06506732045426367,-0.0508741225279411,-0.05983942789135954
2022-01-19,Atteint 6 millions de clients sur le réseau fibre (CF),NR,NR,Nouveau rebond en direction des 700 E (CF),NR,Morgan Stanley relève son objectif de cours (CF) | Airbus va embaucher au moins 6.000 personnes dans le monde (AFP) | 6000 recrutements prévus au premier semestre (CF),NR,NR,0.02009240503927856,-0.017668817208198906,-0.03607629849266003,-0.03569328470722355,-0.058422591804202506,-0.007817942185600169,-0.006248857072122749,-0.02217126497108235
2022-01-20,NR,Deux nominations pour les activités de GBIS (CF),BlackRock dépasse les 5% (CF) | Le groupe a publié ce matin (TTV) | Hausse de 11% du CA à neuf mois (CF),NR,NR,SWISS prend livraison d'un A320neo (CF),NR,NR,0.04134730055166158,-0.01615766902880833,-0.04763334650517592,-0.042381615162568,-0.06376810119923759,-0.011234039388561934,0.011139039410428486,0.006083284759561547
2022-01-21,NR,NR,"Invest Securities reste à achat, ajuste sa cible (CF) | 7.500 recrutements visés en 2022 (CF) | Alstom annonce 7.500 recrutements nets dans le monde en 2022 (AFP)",NR,NR,NR,NR,NR,0.05809839255245608,-0.003489012953999282,-0.07936507936507942,-0.03139952210420893,-0.05019683612908843,-0.017813088582718906,0.015082715781686407,0.005445229981835054
2022-01-24,"Direction générale d'Orange: Heydemann choisie, prise de fonction attendue l... (AFP) | Refranchit en force les 10E (CF)",NR,NR,Cession de Sowind Group (CF),NR,NR,NR,NR,0.043460846445638746,0.05045803033012297,-0.06950312547466897,0.011403857451828925,0.035395910372416184,0.04453145678936532,0.04446107084604889,0.048252938427737924
2022-01-25,NR,Bien orienté avec des propos de broker (CF) | Jefferies relève son objectif de cours (CF),NR,NR,NR,Lancement d'un nouveau service de fret aérien (CF),NR,Jefferies relève son objectif de cours (CF) | Nomination chez BNPP REIM France (CF),0.013412196741688032,0.040262199708682944,-0.09248552399535281,0.041718400935670585,0.06514832019566175,0.06553448720241906,0.040891460095203724,0.03480502416394904
2022-01-26,NR,NR,NR,NR,NR,"Se hisse au contact des 114,35E (CF) | Reprise des commandes d'hélicoptères en 2021 (CF)",NR,NR,0.022454173808970745,0.017835438489509192,-0.10671210871921988,0.03427265803503432,0.05946225627160717,-0.008054615296034129,0.024434074992452537,-0.007505856708519332
2022-01-27,NR,Franchit en force le palier des 32E (CF),NR,NR,NR,NR,NR,NR,0.013170605922127043,0.032243472971057674,-0.09781576884021492,0.009800956223679158,0.016511851898101115,-0.024296441389485945,0.004086701265546777,-0.013333342796148284
2022-01-28,Christel Heydemann est nommée directrice générale (CF) | Direction d'Orange: dernière étape pour la nomination de Christel Heydemann (AFP),NR,"Lourde rechute sous 29,4E (CF)",NR,NR,NR,NR,RBC relève son objectif de cours (CF),0.0013368925517236452,0.036230737782980915,-0.06586206370386583,0.006792257636578869,0.0007771704481056574,-0.009516947250249874,-0.016469781124064165,0.024211600860403193
2022-01-31,Évolution favorable (TTV),NR,NR,NR,NR,NR,Oddo rehausse son objectif de cours (CF),NR,0.012859867902379696,0.055224115935046614,-0.07539266583497828,-0.010513429083108372,-0.014433987788177283,0.0073135896783522725,-0.0001788288599622323,0.042698451450892794
2022-02-01,NR,Annulation d'actions auto-détenues (CF) | Boursorama en discussions avec ING (CF),"Invest Securities reste à achat, ajuste sa cible (CF) | Accord-cadre pour 50 locomotives avec la SNCB (CF)","En forte hausse, valeur préférée d'un analyste (CF) | 'top pick' de Berenberg dans le secteur (CF)",NR,NR,NR,"Gagne près de 2%, un broker en soutien (CF) | Finalise l'achat de la banque en ligne Floa (CF) | Oddo confirme son opinion sur le titre (CF)",0.04690544471375713,0.05295527430796376,-0.069356014718576,-0.04198304554792753,-0.03132771188736272,0.0017324752599836568,0.011325486168026089,0.027717202514207395
2022-02-02,NR,NR,NR,NR,"6ème hausse d'affilée, les 207E en vue (CF)",NR,NR,NR,0.04180312237858974,0.05806361560357409,-0.07998613341653105,-0.050073637702503726,-0.020985787804079226,0.03706969845643826,0.008418090816955992,0.051047704450219555
2022-02-03,NR,NR,NR,NR,NR,Accord stratégique avec Kongsberg en Norvège (CF),Nouveau directeur de la conformité en septembre (CF),NR,0.037277800354086565,0.07371179776525905,-0.0680701941774603,-0.04640587729471912,0.011928964992465207,0.05965607039162091,0.012564199615263005,0.04588306406269815
2022-02-04,NR,NR,"Nouvelle rupture à la baisse sous 28,75E, teste 27E (CF) | Signe un contrat de 156 ME en Italie avec Infra.To (CF)",NR,NR,Engagement européen pour la décarbonation salué (CF),NR,"Propulsé vers 66,8E par la hausse des taux (CF)",0.041388519238282795,0.05685327991673672,-0.02547067294836103,-0.049678049383074185,0.020450490975154834,0.07414793625638083,0.034583210290711985,0.00933123554656956
2022-02-07,Projet de câble sous-marin France-Singapour (CF),NR,NR,NR,NR,Un service Intelsat pour LATAM Airlines (CF),NR,NR,0.031078270963327714,-0.020150869112754988,-0.02982253737276508,-0.05112413144269101,-0.007708118977149958,0.029750314660164312,-0.013416815376163904,-0.05997872271234317
2022-02-08,NR,NR,NR,NR,Un repli s'amorce sous 195E (CF),A livré 30 avions à 20 clients en Janvier (CF),'top pick' de Morgan Stanley dans l'assurance (CF),Hausse d'un tiers du résultat net annuel (CF),0.012083952058852265,-0.01695401624183801,0.005703480236894265,-0.018648018648018683,-0.041324450336989726,0.023867192587321506,-0.015923006528705708,-0.03742426091974427
2022-02-09,Propose un service de cyber protection aux TPE-PME (CF),NR,Commande pour 40 nouveaux tramways à Göteborg (CF),NR,BlackRock franchit les 5% de capital (CF),Partenariat avec l'aéroport international d'Incheon (CF) | 1er avion ACJ330-300 pour K5-Aviation (CF),NR,"Gagne près de 1%, un broker relève sa cible (CF) | Credit Suisse remonte son objectif de cours (CF) | Oddo relève légèrement son objectif de cours (CF)",0.005362390068667011,-0.0487017715186403,-0.010538155156675333,-0.01922484405281011,-0.08773681738789929,0.003234019178025349,-0.02608695652173909,-0.05936140217088359
2022-02-10,NR,"'gap' au-dessus des 35,83E, vise 38,15E (CF) | Toujours recherché par les investisseurs (TTV) | BNPA sous-jacent multiplié par 5,7 en 2021 (CF)",NR,NR,NR,NR,NR,NR,0.007556190283858788,-0.103045057819943,-0.027108408427407582,0.05582067001033453,-0.06847257957035358,-0.016737136989483536,-0.0496329970639765,-0.06820909356003879
2022-02-11,NR,Credit Suisse remonte sa cible (CF),NR,NR,NR,NR,Cession des activités d'assurance à Singapour finalisée (CF),NR,0.008424909064709274,-0.10008346307050775,-0.028787887873619078,0.07550821025282328,-0.05657031359713671,-0.029535864978902926,-0.052779732441000204,-0.04591684571448451
2022-02-14,NR,"Rechute sur 33,5E (CF)",NR,NR,Hausse de +21% du résultat net pdg sur un an (CF),L'Asie-Pacifique aura besoin de plus de 17 600 avions (CF) | Jazeera Airways confirme une commande de 28 appareils (CF) | Aviation Capital Group commande 20 A220 (CF),NR,NR,0.005881283760263756,-0.0605118591432412,-0.044747139756402654,0.057773409413657495,-0.056447482189256104,-0.03576959202879826,-0.03644609393686571,-0.011174066829295337
2022-02-15,NR,NR,NR,NR,Jefferies reste à achat après les résultats (CF) | Oddo confirme son opinion sur le titre (CF) | Invest Securities abaisse son objectif (CF),JetBlue commande 30 A220 supplémentaires (CF) | Création d'un centre d'hydrogène à Singapour (CF) | Promeut l'adoption du SAF à l'échelle mondiale (CF),NR,NR,0.009000783487979946,-0.08913045689679577,-0.07863893624609863,0.01836892412658364,-0.009638570558274773,-0.036486483438769146,-0.06472267239884155,-0.045018112156545165
2022-02-16,NR,NR,Présente le 1er train hybride français (CF) | Nouvelles extensions du tramway de Rabat (CF),NR,"Rechute sous 188,5 puis 184,3E (CF)",Deux accords de formation avec l'ITE de Singapour (CF) | Signe un contrat avec Cebu Pacific (CF) | Etihad Airways a signé une lettre d'intention (CF) | Singapore Airlines a finalisé une commande (CF),NR,NR,0.011587310009502527,-0.083062811372278,-0.100038074420983,0.02197285006403571,0.015027322404371546,-0.033423777602755944,-0.06714282717023579,-0.050996028094652646
2022-02-17,Oddo confirme son opinion sur le titre (CF) | Tous les objectifs atteints en 2021 (CF),NR,NR,"'gap' au-dessus de 640E, déborde les 680E (CF) | Progression de 48% du résultat net en 2021 (CF)",NR,"Nouveau simulateur de vol A350 à l'AATC (CF) | Modification des cabines de 15 appareils de PAL (CF) | Airbus enjambe la crise sanitaire et réalise le plus important bénéfice de s... (AFP) | Retour aux bénéfices en 2021 (CF) | Airbus: bénéfice net de 4,2 milliards d'euros en 2021, le plus important de ... (AFP)",NR,Nomination dans la branche Real Estate (CF) | Cession de la banque privée en Espagne (CF),-0.019937846321847252,-0.17247657326189902,-0.13970590514837977,-0.06582318210576887,-0.017232078625903702,-0.0636176198873234,-0.0978300770564624,-0.11173815308007273
